stop_id,stop_name,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled
81,Botanical Garden,6030,07:01:22,07:01:42,24,35944.73
81,Botanical Garden,6031,07:08:07,07:08:27,24,35944.73
81,Botanical Garden,6032,07:14:52,07:15:12,24,35944.73
81,Botanical Garden,6033,07:21:37,07:21:57,24,35944.73
81,Botanical Garden,6034,07:28:22,07:28:42,24,35944.73
81,Botanical Garden,6035,07:35:07,07:35:27,24,35944.73
81,Botanical Garden,6036,07:41:52,07:42:12,24,35944.73
81,Botanical Garden,6037,07:48:37,07:48:57,24,35944.73
81,Botanical Garden,6038,07:55:22,07:55:42,24,35944.73
81,Botanical Garden,6039,08:02:07,08:02:27,24,35944.73
81,Botanical Garden,6040,08:08:52,08:09:12,24,35944.73
81,Botanical Garden,6041,08:15:37,08:15:57,24,35944.73
81,Botanical Garden,6042,08:22:22,08:22:42,24,35944.73
81,Botanical Garden,6043,08:29:07,08:29:27,24,35944.73
81,Botanical Garden,6044,08:35:52,08:36:12,24,35944.73
81,Botanical Garden,6045,08:42:37,08:42:57,24,35944.73
81,Botanical Garden,6046,08:49:22,08:49:42,24,35944.73
81,Botanical Garden,6047,08:56:07,08:56:27,24,35944.73
81,Botanical Garden,6048,09:02:52,09:03:12,24,35944.73
81,Botanical Garden,6049,09:09:37,09:09:57,24,35944.73
81,Botanical Garden,6050,09:14:47,09:15:07,24,35944.73
81,Botanical Garden,6051,09:19:57,09:20:17,24,35944.73
81,Botanical Garden,6052,09:25:07,09:25:27,24,35944.73
81,Botanical Garden,6053,09:30:17,09:30:37,24,35944.73
81,Botanical Garden,6054,09:35:27,09:35:47,24,35944.73
81,Botanical Garden,6055,09:40:37,09:40:57,24,35944.73
81,Botanical Garden,6056,09:45:47,09:46:07,24,35944.73
81,Botanical Garden,6057,09:50:57,09:51:17,24,35944.73
81,Botanical Garden,6058,09:56:07,09:56:27,24,35944.73
81,Botanical Garden,6059,10:01:17,10:01:37,24,35944.73
81,Botanical Garden,6060,10:06:27,10:06:47,24,35944.73
81,Botanical Garden,6061,10:11:37,10:11:57,24,35944.73
81,Botanical Garden,6062,10:16:47,10:17:07,24,35944.73
81,Botanical Garden,6063,10:21:57,10:22:17,24,35944.73
81,Botanical Garden,6064,10:27:07,10:27:27,24,35944.73
81,Botanical Garden,6065,10:32:17,10:32:37,24,35944.73
81,Botanical Garden,6066,10:37:27,10:37:47,24,35944.73
81,Botanical Garden,6067,10:42:37,10:42:57,24,35944.73
81,Botanical Garden,6068,10:47:47,10:48:07,24,35944.73
81,Botanical Garden,6069,10:52:57,10:53:17,24,35944.73
81,Botanical Garden,6070,10:58:07,10:58:27,24,35944.73
81,Botanical Garden,6071,11:03:17,11:03:37,24,35944.73
81,Botanical Garden,6072,11:08:27,11:08:47,24,35944.73
81,Botanical Garden,6073,11:13:37,11:13:57,24,35944.73
81,Botanical Garden,6074,11:18:47,11:19:07,24,35944.73
81,Botanical Garden,6075,11:23:57,11:24:17,24,35944.73
81,Botanical Garden,6076,11:29:07,11:29:27,24,35944.73
81,Botanical Garden,6077,11:34:17,11:34:37,24,35944.73
81,Botanical Garden,6078,11:39:27,11:39:47,24,35944.73
81,Botanical Garden,6079,11:44:37,11:44:57,24,35944.73
81,Botanical Garden,6080,11:49:47,11:50:07,24,35944.73
81,Botanical Garden,6081,11:54:57,11:55:17,24,35944.73
81,Botanical Garden,6082,12:00:07,12:00:27,24,35944.73
81,Botanical Garden,6083,12:05:17,12:05:37,24,35944.73
81,Botanical Garden,6084,12:10:27,12:10:47,24,35944.73
81,Botanical Garden,6085,12:15:37,12:15:57,24,35944.73
81,Botanical Garden,6086,12:20:47,12:21:07,24,35944.73
81,Botanical Garden,6087,12:25:57,12:26:17,24,35944.73
81,Botanical Garden,6088,12:31:07,12:31:27,24,35944.73
81,Botanical Garden,6089,12:36:17,12:36:37,24,35944.73
81,Botanical Garden,6090,12:41:27,12:41:47,24,35944.73
81,Botanical Garden,6091,12:46:37,12:46:57,24,35944.73
81,Botanical Garden,6092,12:51:47,12:52:07,24,35944.73
81,Botanical Garden,6093,12:56:57,12:57:17,24,35944.73
81,Botanical Garden,6094,13:02:07,13:02:27,24,35944.73
81,Botanical Garden,6095,13:07:17,13:07:37,24,35944.73
81,Botanical Garden,6096,13:12:27,13:12:47,24,35944.73
81,Botanical Garden,6097,13:19:12,13:19:32,24,35944.73
81,Botanical Garden,6098,13:25:57,13:26:17,24,35944.73
81,Botanical Garden,6099,13:32:42,13:33:02,24,35944.73
81,Botanical Garden,6100,13:39:27,13:39:47,24,35944.73
81,Botanical Garden,6101,13:46:12,13:46:32,24,35944.73
81,Botanical Garden,6102,13:52:57,13:53:17,24,35944.73
81,Botanical Garden,6103,13:59:42,14:00:02,24,35944.73
81,Botanical Garden,6104,14:06:27,14:06:47,24,35944.73
81,Botanical Garden,6105,14:13:12,14:13:32,24,35944.73
81,Botanical Garden,6106,14:19:57,14:20:17,24,35944.73
81,Botanical Garden,6107,14:26:42,14:27:02,24,35944.73
81,Botanical Garden,6108,14:33:27,14:33:47,24,35944.73
81,Botanical Garden,6109,14:40:12,14:40:32,24,35944.73
81,Botanical Garden,6110,14:46:57,14:47:17,24,35944.73
81,Botanical Garden,6111,14:53:42,14:54:02,24,35944.73
81,Botanical Garden,6112,15:00:27,15:00:47,24,35944.73
81,Botanical Garden,6113,15:07:12,15:07:32,24,35944.73
81,Botanical Garden,6114,15:13:57,15:14:17,24,35944.73
81,Botanical Garden,6115,15:20:42,15:21:02,24,35944.73
81,Botanical Garden,6116,15:27:27,15:27:47,24,35944.73
81,Botanical Garden,6117,15:34:12,15:34:32,24,35944.73
81,Botanical Garden,6118,15:40:57,15:41:17,24,35944.73
81,Botanical Garden,6119,15:47:42,15:48:02,24,35944.73
81,Botanical Garden,6120,15:54:27,15:54:47,24,35944.73
81,Botanical Garden,6121,16:01:12,16:01:32,24,35944.73
81,Botanical Garden,6122,16:07:57,16:08:17,24,35944.73
81,Botanical Garden,6123,16:14:42,16:15:02,24,35944.73
81,Botanical Garden,6124,16:21:27,16:21:47,24,35944.73
81,Botanical Garden,6125,16:28:12,16:28:32,24,35944.73
81,Botanical Garden,6126,16:34:57,16:35:17,24,35944.73
81,Botanical Garden,6127,16:41:42,16:42:02,24,35944.73
81,Botanical Garden,6128,16:48:27,16:48:47,24,35944.73
81,Botanical Garden,6129,16:55:12,16:55:32,24,35944.73
81,Botanical Garden,6130,17:01:57,17:02:17,24,35944.73
81,Botanical Garden,6131,17:08:42,17:09:02,24,35944.73
81,Botanical Garden,6132,17:15:27,17:15:47,24,35944.73
81,Botanical Garden,6133,17:22:12,17:22:32,24,35944.73
81,Botanical Garden,6134,17:28:57,17:29:17,24,35944.73
81,Botanical Garden,6135,17:35:42,17:36:02,24,35944.73
81,Botanical Garden,6136,17:42:27,17:42:47,24,35944.73
81,Botanical Garden,6137,17:49:12,17:49:32,24,35944.73
81,Botanical Garden,6138,17:55:57,17:56:17,24,35944.73
81,Botanical Garden,6139,18:02:42,18:03:02,24,35944.73
81,Botanical Garden,6140,18:09:27,18:09:47,24,35944.73
81,Botanical Garden,6141,18:14:37,18:14:57,24,35944.73
81,Botanical Garden,6142,18:19:47,18:20:07,24,35944.73
81,Botanical Garden,6143,18:24:57,18:25:17,24,35944.73
81,Botanical Garden,6144,18:30:07,18:30:27,24,35944.73
81,Botanical Garden,6145,18:35:17,18:35:37,24,35944.73
81,Botanical Garden,6146,18:40:27,18:40:47,24,35944.73
81,Botanical Garden,6147,18:45:37,18:45:57,24,35944.73
81,Botanical Garden,6148,18:50:47,18:51:07,24,35944.73
81,Botanical Garden,6149,18:55:57,18:56:17,24,35944.73
81,Botanical Garden,6150,19:01:07,19:01:27,24,35944.73
81,Botanical Garden,6151,19:06:17,19:06:37,24,35944.73
81,Botanical Garden,6152,19:11:27,19:11:47,24,35944.73
81,Botanical Garden,6153,19:16:37,19:16:57,24,35944.73
81,Botanical Garden,6154,19:21:47,19:22:07,24,35944.73
81,Botanical Garden,6155,19:26:57,19:27:17,24,35944.73
81,Botanical Garden,6156,19:32:07,19:32:27,24,35944.73
81,Botanical Garden,6157,19:37:17,19:37:37,24,35944.73
81,Botanical Garden,6158,19:42:27,19:42:47,24,35944.73
81,Botanical Garden,6159,19:47:37,19:47:57,24,35944.73
81,Botanical Garden,6160,19:52:47,19:53:07,24,35944.73
81,Botanical Garden,6161,19:57:57,19:58:17,24,35944.73
81,Botanical Garden,6162,20:03:07,20:03:27,24,35944.73
81,Botanical Garden,6163,20:08:17,20:08:37,24,35944.73
81,Botanical Garden,6164,20:13:27,20:13:47,24,35944.73
81,Botanical Garden,6165,20:18:37,20:18:57,24,35944.73
81,Botanical Garden,6166,20:23:47,20:24:07,24,35944.73
81,Botanical Garden,6167,20:28:57,20:29:17,24,35944.73
81,Botanical Garden,6168,20:34:07,20:34:27,24,35944.73
81,Botanical Garden,6169,20:39:17,20:39:37,24,35944.73
81,Botanical Garden,6170,20:44:27,20:44:47,24,35944.73
81,Botanical Garden,6171,20:49:37,20:49:57,24,35944.73
81,Botanical Garden,6172,20:54:47,20:55:07,24,35944.73
81,Botanical Garden,6173,20:59:57,21:00:17,24,35944.73
81,Botanical Garden,6174,21:05:07,21:05:27,24,35944.73
81,Botanical Garden,6175,21:10:17,21:10:37,24,35944.73
81,Botanical Garden,6176,21:15:27,21:15:47,24,35944.73
81,Botanical Garden,6177,21:20:37,21:20:57,24,35944.73
81,Botanical Garden,6178,21:25:47,21:26:07,24,35944.73
81,Botanical Garden,6179,21:30:57,21:31:17,24,35944.73
81,Botanical Garden,6180,21:36:07,21:36:27,24,35944.73
81,Botanical Garden,6181,21:41:17,21:41:37,24,35944.73
81,Botanical Garden,6182,21:46:27,21:46:47,24,35944.73
81,Botanical Garden,6183,21:51:37,21:51:57,24,35944.73
81,Botanical Garden,6184,21:56:47,21:57:07,24,35944.73
81,Botanical Garden,6185,22:01:57,22:02:17,24,35944.73
81,Botanical Garden,6186,22:07:07,22:07:27,24,35944.73
81,Botanical Garden,6187,22:12:17,22:12:37,24,35944.73
81,Botanical Garden,6188,22:19:02,22:19:22,24,35944.73
81,Botanical Garden,6189,22:25:47,22:26:07,24,35944.73
81,Botanical Garden,6190,22:32:32,22:32:52,24,35944.73
81,Botanical Garden,6191,22:39:17,22:39:37,24,35944.73
81,Botanical Garden,6192,22:46:02,22:46:22,24,35944.73
81,Botanical Garden,6193,22:52:47,22:53:07,24,35944.73
81,Botanical Garden,6194,22:59:32,22:59:52,24,35944.73
81,Botanical Garden,6195,23:06:17,23:06:37,24,35944.73
81,Botanical Garden,6196,23:13:02,23:13:22,24,35944.73
81,Botanical Garden,6197,23:19:47,23:20:07,24,35944.73
81,Botanical Garden,6198,23:26:32,23:26:52,24,35944.73
81,Botanical Garden,6199,23:33:17,23:33:37,24,35944.73
81,Botanical Garden,6200,23:40:02,23:40:22,24,35944.73
81,Botanical Garden,6201,23:46:47,23:47:07,24,35944.73
81,Botanical Garden,6202,23:53:32,23:53:52,24,35944.73
81,Botanical Garden,6203,24:00:17,24:00:37,24,35944.73
81,Botanical Garden,6204,24:07:02,24:07:22,24,35944.73
81,Botanical Garden,6205,24:13:47,24:14:07,24,35944.73
81,Botanical Garden,12423,06:04:15,06:04:35,8,9643.462
81,Botanical Garden,12424,06:10:07,06:10:27,8,9643.462
81,Botanical Garden,12425,06:15:59,06:16:19,8,9643.462
81,Botanical Garden,12426,06:21:51,06:22:11,8,9643.462
81,Botanical Garden,12427,06:27:43,06:28:03,8,9643.462
81,Botanical Garden,12428,06:33:35,06:33:55,8,9643.462
81,Botanical Garden,12429,06:39:27,06:39:47,8,9643.462
81,Botanical Garden,12430,06:45:19,06:45:39,8,9643.462
81,Botanical Garden,12431,06:51:11,06:51:31,8,9643.462
81,Botanical Garden,12432,06:57:03,06:57:23,8,9643.462
81,Botanical Garden,12433,07:02:55,07:03:15,8,9643.462
81,Botanical Garden,12434,07:08:47,07:09:07,8,9643.462
81,Botanical Garden,12435,07:14:39,07:14:59,8,9643.462
81,Botanical Garden,12436,07:20:31,07:20:51,8,9643.462
81,Botanical Garden,12437,07:26:23,07:26:43,8,9643.462
81,Botanical Garden,12438,07:32:15,07:32:35,8,9643.462
81,Botanical Garden,12439,07:38:07,07:38:27,8,9643.462
81,Botanical Garden,12440,07:43:59,07:44:19,8,9643.462
81,Botanical Garden,12441,07:49:51,07:50:11,8,9643.462
81,Botanical Garden,12442,07:55:43,07:56:03,8,9643.462
81,Botanical Garden,12443,08:01:35,08:01:55,8,9643.462
81,Botanical Garden,12444,08:07:27,08:07:47,8,9643.462
81,Botanical Garden,12445,08:13:19,08:13:39,8,9643.462
81,Botanical Garden,12446,08:19:11,08:19:31,8,9643.462
81,Botanical Garden,12447,08:25:03,08:25:23,8,9643.462
81,Botanical Garden,12448,08:30:29,08:30:49,8,9643.462
81,Botanical Garden,12449,08:35:55,08:36:15,8,9643.462
81,Botanical Garden,12450,08:41:21,08:41:41,8,9643.462
81,Botanical Garden,12451,08:46:47,08:47:07,8,9643.462
81,Botanical Garden,12452,08:52:13,08:52:33,8,9643.462
81,Botanical Garden,12453,08:57:39,08:57:59,8,9643.462
81,Botanical Garden,12454,09:03:05,09:03:25,8,9643.462
81,Botanical Garden,12455,09:08:31,09:08:51,8,9643.462
81,Botanical Garden,12456,09:13:57,09:14:17,8,9643.462
81,Botanical Garden,12457,09:19:23,09:19:43,8,9643.462
81,Botanical Garden,12458,09:24:49,09:25:09,8,9643.462
81,Botanical Garden,12459,09:30:15,09:30:35,8,9643.462
81,Botanical Garden,12460,09:35:41,09:36:01,8,9643.462
81,Botanical Garden,12461,09:41:07,09:41:27,8,9643.462
81,Botanical Garden,12462,09:46:33,09:46:53,8,9643.462
81,Botanical Garden,12463,09:51:59,09:52:19,8,9643.462
81,Botanical Garden,12464,09:57:25,09:57:45,8,9643.462
81,Botanical Garden,12465,10:02:51,10:03:11,8,9643.462
81,Botanical Garden,12466,10:08:17,10:08:37,8,9643.462
81,Botanical Garden,12467,10:13:43,10:14:03,8,9643.462
81,Botanical Garden,12468,10:19:09,10:19:29,8,9643.462
81,Botanical Garden,12469,10:24:35,10:24:55,8,9643.462
81,Botanical Garden,12470,10:30:01,10:30:21,8,9643.462
81,Botanical Garden,12471,10:35:27,10:35:47,8,9643.462
81,Botanical Garden,12472,10:40:53,10:41:13,8,9643.462
81,Botanical Garden,12473,10:46:19,10:46:39,8,9643.462
81,Botanical Garden,12474,10:51:45,10:52:05,8,9643.462
81,Botanical Garden,12475,10:57:11,10:57:31,8,9643.462
81,Botanical Garden,12476,11:02:37,11:02:57,8,9643.462
81,Botanical Garden,12477,11:08:03,11:08:23,8,9643.462
81,Botanical Garden,12478,11:13:29,11:13:49,8,9643.462
81,Botanical Garden,12479,11:18:55,11:19:15,8,9643.462
81,Botanical Garden,12480,11:24:21,11:24:41,8,9643.462
81,Botanical Garden,12481,11:29:47,11:30:07,8,9643.462
81,Botanical Garden,12482,11:35:13,11:35:33,8,9643.462
81,Botanical Garden,12483,11:40:39,11:40:59,8,9643.462
81,Botanical Garden,12484,11:46:05,11:46:25,8,9643.462
81,Botanical Garden,12485,11:51:31,11:51:51,8,9643.462
81,Botanical Garden,12486,11:56:57,11:57:17,8,9643.462
81,Botanical Garden,12487,12:02:23,12:02:43,8,9643.462
81,Botanical Garden,12488,12:07:49,12:08:09,8,9643.462
81,Botanical Garden,12489,12:13:15,12:13:35,8,9643.462
81,Botanical Garden,12490,12:18:41,12:19:01,8,9643.462
81,Botanical Garden,12491,12:24:07,12:24:27,8,9643.462
81,Botanical Garden,12492,12:29:59,12:30:19,8,9643.462
81,Botanical Garden,12493,12:35:51,12:36:11,8,9643.462
81,Botanical Garden,12494,12:41:43,12:42:03,8,9643.462
81,Botanical Garden,12495,12:47:35,12:47:55,8,9643.462
81,Botanical Garden,12496,12:53:27,12:53:47,8,9643.462
81,Botanical Garden,12497,12:59:19,12:59:39,8,9643.462
81,Botanical Garden,12498,13:05:11,13:05:31,8,9643.462
81,Botanical Garden,12499,13:11:03,13:11:23,8,9643.462
