trip_id,time,next_time,status,location,capacity,location_id
15354,23454.0,23635.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15354,23635.0,23655.0,stop,upward-Okhla Vihar,1800,4.0
15354,23655.0,23802.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15354,23802.0,23822.0,stop,upward-Jamia Millia Islamia,1800,5.0
15354,23822.0,23975.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15354,23975.0,23995.0,stop,upward-Sukhdev Vihar,1800,6.0
15354,23995.0,24133.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15354,24133.0,24153.0,stop,upward-Okhla NSIC,1800,7.0
15354,24153.0,24270.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15354,24270.0,24290.0,stop,upward-Kalkaji Mandir,1800,8.0
15354,24290.0,24386.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15354,24386.0,24406.0,stop,upward-Nehru Enclave,1800,9.0
15354,24406.0,24545.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15354,24545.0,24565.0,stop,upward-Greater Kailash,1800,10.0
15354,24565.0,24670.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15354,24670.0,24690.0,stop,upward-Chirag Delhi,1800,11.0
15354,24690.0,24794.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15354,24794.0,24814.0,stop,upward-Panchsheel Park,1800,12.0
15354,24814.0,24963.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15354,24963.0,24993.0,stop,upward-Hauz Khas,1800,13.0
15355,23220.0,23240.0,stop,upward-Botanical Garden,1800,0.0
15355,23240.0,23452.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15355,23452.0,23472.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15355,23472.0,23627.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15355,23627.0,23647.0,stop,upward-Kalindi Kunj,1800,2.0
15355,23647.0,23839.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15355,23839.0,23859.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15355,23859.0,24040.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15355,24040.0,24060.0,stop,upward-Okhla Vihar,1800,4.0
15355,24060.0,24207.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15355,24207.0,24227.0,stop,upward-Jamia Millia Islamia,1800,5.0
15355,24227.0,24380.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15355,24380.0,24400.0,stop,upward-Sukhdev Vihar,1800,6.0
15355,24400.0,24538.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15355,24538.0,24558.0,stop,upward-Okhla NSIC,1800,7.0
15355,24558.0,24675.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15355,24675.0,24695.0,stop,upward-Kalkaji Mandir,1800,8.0
15355,24695.0,24791.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15355,24791.0,24811.0,stop,upward-Nehru Enclave,1800,9.0
15355,24811.0,24950.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15355,24950.0,24970.0,stop,upward-Greater Kailash,1800,10.0
15355,24970.0,25075.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15355,25075.0,25095.0,stop,upward-Chirag Delhi,1800,11.0
15355,25095.0,25199.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15355,25199.0,25219.0,stop,upward-Panchsheel Park,1800,12.0
15355,25219.0,25368.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15355,25368.0,25398.0,stop,upward-Hauz Khas,1800,13.0
15356,23625.0,23645.0,stop,upward-Botanical Garden,1800,0.0
15356,23645.0,23857.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15356,23857.0,23877.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15356,23877.0,24032.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15356,24032.0,24052.0,stop,upward-Kalindi Kunj,1800,2.0
15356,24052.0,24244.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15356,24244.0,24264.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15356,24264.0,24445.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15356,24445.0,24465.0,stop,upward-Okhla Vihar,1800,4.0
15356,24465.0,24612.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15356,24612.0,24632.0,stop,upward-Jamia Millia Islamia,1800,5.0
15356,24632.0,24785.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15356,24785.0,24805.0,stop,upward-Sukhdev Vihar,1800,6.0
15356,24805.0,24943.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15356,24943.0,24963.0,stop,upward-Okhla NSIC,1800,7.0
15356,24963.0,25080.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15356,25080.0,25100.0,stop,upward-Kalkaji Mandir,1800,8.0
15356,25100.0,25196.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15356,25196.0,25216.0,stop,upward-Nehru Enclave,1800,9.0
15356,25216.0,25355.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15356,25355.0,25375.0,stop,upward-Greater Kailash,1800,10.0
15356,25375.0,25480.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15356,25480.0,25500.0,stop,upward-Chirag Delhi,1800,11.0
15356,25500.0,25604.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15356,25604.0,25624.0,stop,upward-Panchsheel Park,1800,12.0
15356,25624.0,25773.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15356,25773.0,25803.0,stop,upward-Hauz Khas,1800,13.0
15357,24030.0,24050.0,stop,upward-Botanical Garden,1800,0.0
15357,24050.0,24262.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15357,24262.0,24282.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15357,24282.0,24437.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15357,24437.0,24457.0,stop,upward-Kalindi Kunj,1800,2.0
15357,24457.0,24649.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15357,24649.0,24669.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15357,24669.0,24850.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15357,24850.0,24870.0,stop,upward-Okhla Vihar,1800,4.0
15357,24870.0,25017.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15357,25017.0,25037.0,stop,upward-Jamia Millia Islamia,1800,5.0
15357,25037.0,25190.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15357,25190.0,25210.0,stop,upward-Sukhdev Vihar,1800,6.0
15357,25210.0,25348.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15357,25348.0,25368.0,stop,upward-Okhla NSIC,1800,7.0
15357,25368.0,25485.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15357,25485.0,25505.0,stop,upward-Kalkaji Mandir,1800,8.0
15357,25505.0,25601.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15357,25601.0,25621.0,stop,upward-Nehru Enclave,1800,9.0
15357,25621.0,25760.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15357,25760.0,25780.0,stop,upward-Greater Kailash,1800,10.0
15357,25780.0,25885.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15357,25885.0,25905.0,stop,upward-Chirag Delhi,1800,11.0
15357,25905.0,26009.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15357,26009.0,26029.0,stop,upward-Panchsheel Park,1800,12.0
15357,26029.0,26178.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15357,26178.0,26208.0,stop,upward-Hauz Khas,1800,13.0
15358,24435.0,24455.0,stop,upward-Botanical Garden,1800,0.0
15358,24455.0,24667.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15358,24667.0,24687.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15358,24687.0,24842.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15358,24842.0,24862.0,stop,upward-Kalindi Kunj,1800,2.0
15358,24862.0,25054.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15358,25054.0,25074.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15358,25074.0,25255.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15358,25255.0,25275.0,stop,upward-Okhla Vihar,1800,4.0
15358,25275.0,25422.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15358,25422.0,25442.0,stop,upward-Jamia Millia Islamia,1800,5.0
15358,25442.0,25595.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15358,25595.0,25615.0,stop,upward-Sukhdev Vihar,1800,6.0
15358,25615.0,25753.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15358,25753.0,25773.0,stop,upward-Okhla NSIC,1800,7.0
15358,25773.0,25890.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15358,25890.0,25910.0,stop,upward-Kalkaji Mandir,1800,8.0
15358,25910.0,26006.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15358,26006.0,26026.0,stop,upward-Nehru Enclave,1800,9.0
15358,26026.0,26165.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15358,26165.0,26185.0,stop,upward-Greater Kailash,1800,10.0
15358,26185.0,26290.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15358,26290.0,26310.0,stop,upward-Chirag Delhi,1800,11.0
15358,26310.0,26414.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15358,26414.0,26434.0,stop,upward-Panchsheel Park,1800,12.0
15358,26434.0,26583.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15358,26583.0,26613.0,stop,upward-Hauz Khas,1800,13.0
15359,24840.0,24860.0,stop,upward-Botanical Garden,1800,0.0
15359,24860.0,25072.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15359,25072.0,25092.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15359,25092.0,25247.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15359,25247.0,25267.0,stop,upward-Kalindi Kunj,1800,2.0
15359,25267.0,25459.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15359,25459.0,25479.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15359,25479.0,25660.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15359,25660.0,25680.0,stop,upward-Okhla Vihar,1800,4.0
15359,25680.0,25827.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15359,25827.0,25847.0,stop,upward-Jamia Millia Islamia,1800,5.0
15359,25847.0,26000.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15359,26000.0,26020.0,stop,upward-Sukhdev Vihar,1800,6.0
15359,26020.0,26158.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15359,26158.0,26178.0,stop,upward-Okhla NSIC,1800,7.0
15359,26178.0,26295.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15359,26295.0,26315.0,stop,upward-Kalkaji Mandir,1800,8.0
15359,26315.0,26411.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15359,26411.0,26431.0,stop,upward-Nehru Enclave,1800,9.0
15359,26431.0,26570.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15359,26570.0,26590.0,stop,upward-Greater Kailash,1800,10.0
15359,26590.0,26695.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15359,26695.0,26715.0,stop,upward-Chirag Delhi,1800,11.0
15359,26715.0,26819.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15359,26819.0,26839.0,stop,upward-Panchsheel Park,1800,12.0
15359,26839.0,26988.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15359,26988.0,27018.0,stop,upward-Hauz Khas,1800,13.0
15360,25245.0,25265.0,stop,upward-Botanical Garden,1800,0.0
15360,25265.0,25477.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15360,25477.0,25497.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15360,25497.0,25652.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15360,25652.0,25672.0,stop,upward-Kalindi Kunj,1800,2.0
15360,25672.0,25864.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15360,25864.0,25884.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15360,25884.0,26065.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15360,26065.0,26085.0,stop,upward-Okhla Vihar,1800,4.0
15360,26085.0,26232.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15360,26232.0,26252.0,stop,upward-Jamia Millia Islamia,1800,5.0
15360,26252.0,26405.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15360,26405.0,26425.0,stop,upward-Sukhdev Vihar,1800,6.0
15360,26425.0,26563.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15360,26563.0,26583.0,stop,upward-Okhla NSIC,1800,7.0
15360,26583.0,26700.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15360,26700.0,26720.0,stop,upward-Kalkaji Mandir,1800,8.0
15360,26720.0,26816.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15360,26816.0,26836.0,stop,upward-Nehru Enclave,1800,9.0
15360,26836.0,26975.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15360,26975.0,26995.0,stop,upward-Greater Kailash,1800,10.0
15360,26995.0,27100.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15360,27100.0,27120.0,stop,upward-Chirag Delhi,1800,11.0
15360,27120.0,27224.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15360,27224.0,27244.0,stop,upward-Panchsheel Park,1800,12.0
15360,27244.0,27393.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15360,27393.0,27423.0,stop,upward-Hauz Khas,1800,13.0
15361,25650.0,25670.0,stop,upward-Botanical Garden,1800,0.0
15361,25670.0,25882.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15361,25882.0,25902.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15361,25902.0,26057.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15361,26057.0,26077.0,stop,upward-Kalindi Kunj,1800,2.0
15361,26077.0,26269.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15361,26269.0,26289.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15361,26289.0,26470.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15361,26470.0,26490.0,stop,upward-Okhla Vihar,1800,4.0
15361,26490.0,26637.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15361,26637.0,26657.0,stop,upward-Jamia Millia Islamia,1800,5.0
15361,26657.0,26810.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15361,26810.0,26830.0,stop,upward-Sukhdev Vihar,1800,6.0
15361,26830.0,26968.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15361,26968.0,26988.0,stop,upward-Okhla NSIC,1800,7.0
15361,26988.0,27105.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15361,27105.0,27125.0,stop,upward-Kalkaji Mandir,1800,8.0
15361,27125.0,27221.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15361,27221.0,27241.0,stop,upward-Nehru Enclave,1800,9.0
15361,27241.0,27380.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15361,27380.0,27400.0,stop,upward-Greater Kailash,1800,10.0
15361,27400.0,27505.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15361,27505.0,27525.0,stop,upward-Chirag Delhi,1800,11.0
15361,27525.0,27629.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15361,27629.0,27649.0,stop,upward-Panchsheel Park,1800,12.0
15361,27649.0,27798.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15361,27798.0,27828.0,stop,upward-Hauz Khas,1800,13.0
15362,26055.0,26075.0,stop,upward-Botanical Garden,1800,0.0
15362,26075.0,26287.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15362,26287.0,26307.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15362,26307.0,26462.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15362,26462.0,26482.0,stop,upward-Kalindi Kunj,1800,2.0
15362,26482.0,26674.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15362,26674.0,26694.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15362,26694.0,26875.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15362,26875.0,26895.0,stop,upward-Okhla Vihar,1800,4.0
15362,26895.0,27042.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15362,27042.0,27062.0,stop,upward-Jamia Millia Islamia,1800,5.0
15362,27062.0,27215.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15362,27215.0,27235.0,stop,upward-Sukhdev Vihar,1800,6.0
15362,27235.0,27373.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15362,27373.0,27393.0,stop,upward-Okhla NSIC,1800,7.0
15362,27393.0,27510.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15362,27510.0,27530.0,stop,upward-Kalkaji Mandir,1800,8.0
15362,27530.0,27626.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15362,27626.0,27646.0,stop,upward-Nehru Enclave,1800,9.0
15362,27646.0,27785.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
