,traveler_id,origin_nid,destin_nid,departure_time,trip_distance,traveler_status,update_time,association,next_station_id,init_boarding_time,final_alighting_time,aboard_tmp,remain_cap,order,train_location_id,deal_time,time_sim,time_card,time_diff
81,47768,35,39,26300,1107.125,4,27120,5,-111,26480.0,27120.0,False,0,10000000.0,-1,27000,0.22777777777777786,0.19444444444444464,-0.033333333333333215
82,47789,41,39,25799,1569.25,4,27120,5,-111,26000.0,27120.0,False,0,10000000.0,-1,27018,0.3669444444444441,0.33861111111111075,-0.02833333333333332
83,47794,29,32,35282,1650.15625,4,36620,3,-111,35420.0,36620.0,False,0,10000000.0,-1,36496,0.37166666666666615,0.33722222222222165,-0.0344444444444445
84,47809,41,32,35294,1192.15625,4,36260,3,-111,35540.0,36260.0,False,0,10000000.0,-1,36146,0.2683333333333344,0.23666666666666636,-0.031666666666668064
85,47819,29,32,34759,1650.15625,4,36260,3,-111,35060.0,36260.0,False,0,10000000.0,-1,36138,0.4169444444444448,0.3830555555555559,-0.03388888888888886
86,47820,33,41,26619,1419.0,4,27900,18,-111,26960.0,27900.0,False,0,10000000.0,-1,27787,0.355833333333333,0.32444444444444454,-0.031388888888888467
87,47829,40,32,29969,1389.15625,4,31260,3,-111,30320.0,31260.0,False,0,10000000.0,-1,30879,0.3586111111111112,0.2527777777777782,-0.105833333333333
88,47831,29,32,29164,1650.15625,4,30500,3,-111,29300.0,30500.0,False,0,10000000.0,-1,30707,0.3711111111111105,0.4286111111111115,0.057500000000000995
89,47832,33,32,27147,2011.15625,4,28980,3,-111,27420.0,28980.0,False,0,10000000.0,-1,28884,0.5091666666666672,0.48249999999999993,-0.026666666666667282
90,47835,37,30,22671,1712.0,4,24160,0,-111,22900.0,24160.0,False,0,10000000.0,-1,24099,0.41361111111111093,0.3966666666666665,-0.01694444444444443
91,47838,29,31,27825,1365.09375,4,28840,1,-111,27940.0,28840.0,False,0,10000000.0,-1,28753,0.2819444444444441,0.2577777777777772,-0.02416666666666689
92,47840,37,38,25776,2382.1875,4,27880,4,-111,25920.0,27880.0,False,0,10000000.0,-1,27747,0.5844444444444443,0.5474999999999994,-0.03694444444444489
93,47841,41,32,29819,1192.15625,4,30800,3,-111,30080.0,30800.0,False,0,10000000.0,-1,30705,0.2724999999999991,0.2461111111111105,-0.026388888888888573
94,47842,29,38,26474,1894.1875,4,28020,4,-111,26580.0,28020.0,False,0,10000000.0,-1,28244,0.4294444444444441,0.49166666666666625,0.06222222222222218
95,47843,41,32,30257,1192.15625,4,31260,3,-111,30520.0,31260.0,False,0,10000000.0,-1,31315,0.27861111111111114,0.29388888888888864,0.015277777777777501
96,47844,31,38,27340,1129.09375,4,28180,4,-111,27540.0,28180.0,False,0,10000000.0,-1,28105,0.2333333333333334,0.21250000000000036,-0.020833333333333037
97,47850,29,31,33516,1365.09375,4,34580,1,-111,33680.0,34580.0,False,0,10000000.0,-1,34490,0.29555555555555557,0.2705555555555552,-0.025000000000000355
98,47864,40,30,38806,963.0,4,39460,0,-111,38980.0,39460.0,False,0,10000000.0,-1,39417,0.18166666666666664,0.169722222222223,-0.011944444444443647
99,47867,32,39,27071,977.09375,4,27860,5,-111,27380.0,27860.0,False,0,10000000.0,-1,27606,0.2191666666666663,0.14861111111111036,-0.07055555555555593
100,47873,31,39,26651,1262.15625,4,27560,5,-111,26800.0,27560.0,False,0,10000000.0,-1,27460,0.2525000000000004,0.2247222222222227,-0.02777777777777768
101,47881,37,32,34319,2138.15625,4,36260,3,-111,34540.0,36260.0,False,0,10000000.0,-1,36195,0.5391666666666666,0.5211111111111109,-0.018055555555555713
102,47897,31,32,35467,885.0625,4,36260,3,-111,35860.0,36260.0,False,0,10000000.0,-1,36136,0.22027777777777757,0.18583333333333307,-0.0344444444444445
103,47907,29,32,34708,1650.15625,4,36260,3,-111,35060.0,36260.0,False,0,10000000.0,-1,36153,0.431111111111111,0.4013888888888886,-0.029722222222222427
104,47914,29,32,35316,1650.15625,4,36620,3,-111,35420.0,36620.0,False,0,10000000.0,-1,36526,0.362222222222222,0.33611111111111036,-0.02611111111111164
105,47920,37,36,28508,2677.28125,4,30900,26,-111,28640.0,30900.0,False,0,10000000.0,-1,31009,0.6644444444444453,0.6947222222222234,0.03027777777777807
106,47921,30,32,28604,1026.15625,4,29280,3,-111,28740.0,29280.0,False,0,10000000.0,-1,29235,0.18777777777777693,0.17527777777777764,-0.01249999999999929
107,47922,40,32,29852,1389.15625,4,30940,3,-111,30020.0,30940.0,False,0,10000000.0,-1,30856,0.3022222222222233,0.27888888888888985,-0.023333333333333428
108,47923,37,29,24433,1088.0,4,25180,16,-111,24560.0,25180.0,False,0,10000000.0,-1,24978,0.20750000000000046,0.15138888888888946,-0.056111111111111
109,47924,33,36,28620,2550.28125,4,30900,26,-111,28780.0,30900.0,False,0,10000000.0,-1,30974,0.6333333333333337,0.653888888888889,0.020555555555555216
110,47925,41,38,38791,1436.1875,4,40160,4,-111,39180.0,40160.0,False,0,10000000.0,-1,40094,0.3802777777777777,0.36194444444444507,-0.018333333333332646
111,47928,41,32,30450,1192.15625,4,31400,3,-111,30680.0,31400.0,False,0,10000000.0,-1,31169,0.2638888888888875,0.19972222222222236,-0.06416666666666515
112,47929,30,36,29642,1565.28125,4,31200,26,-111,30100.0,31200.0,False,0,10000000.0,-1,31248,0.43277777777777793,0.44611111111111157,0.013333333333333641
113,47930,37,30,22005,1712.0,4,23560,0,-111,22300.0,23560.0,False,0,10000000.0,-1,23444,0.43194444444444446,0.39972222222222253,-0.03222222222222193
114,47931,30,32,28466,1026.15625,4,29280,3,-111,28740.0,29280.0,False,0,10000000.0,-1,29200,0.22611111111111093,0.2038888888888888,-0.022222222222222143
115,47932,41,38,27050,1436.1875,4,28320,4,-111,27360.0,28320.0,False,0,10000000.0,-1,28218,0.35277777777777697,0.32444444444444365,-0.02833333333333332
116,47933,41,38,26679,1436.1875,4,27880,4,-111,26900.0,27880.0,False,0,10000000.0,-1,28058,0.33361111111111086,0.38305555555555504,0.04944444444444418
117,47934,41,38,27035,1436.1875,4,28320,4,-111,27360.0,28320.0,False,0,10000000.0,-1,28216,0.3569444444444443,0.3280555555555562,-0.028888888888888076
118,47935,32,38,38817,844.03125,4,39420,4,-111,39080.0,39420.0,False,0,10000000.0,-1,39311,0.16749999999999865,0.13722222222222236,-0.030277777777776294
119,47936,32,38,27474,844.03125,4,28180,4,-111,27820.0,28180.0,False,0,10000000.0,-1,27917,0.19611111111111068,0.12305555555555525,-0.07305555555555543
120,47937,41,32,30000,1192.15625,4,30940,3,-111,30220.0,30940.0,False,0,10000000.0,-1,30841,0.26111111111111107,0.2336111111111112,-0.027499999999999858
121,47938,29,32,29325,1650.15625,4,30800,3,-111,29600.0,30800.0,False,0,10000000.0,-1,30710,0.40972222222222143,0.3847222222222211,-0.025000000000000355
122,47940,30,38,38236,1270.1875,4,39420,4,-111,38620.0,39420.0,False,0,10000000.0,-1,39323,0.3288888888888888,0.30194444444444457,-0.026944444444444215
123,47942,31,38,38483,1129.09375,4,39420,4,-111,38780.0,39420.0,False,0,10000000.0,-1,39286,0.2602777777777767,0.22305555555555578,-0.037222222222220935
124,47943,30,36,29798,1565.28125,4,31200,26,-111,30100.0,31200.0,False,0,10000000.0,-1,31361,0.38944444444444315,0.43416666666666615,0.044722222222222996
125,47944,40,38,26956,1633.1875,4,28320,4,-111,27160.0,28320.0,False,0,10000000.0,-1,28263,0.3788888888888886,0.36305555555555546,-0.015833333333333144
126,47946,33,40,26604,1222.0,4,27700,17,-111,26960.0,27700.0,False,0,10000000.0,-1,27240,0.30444444444444496,0.17666666666666675,-0.1277777777777782
127,47963,40,30,38804,963.0,4,39460,0,-111,38980.0,39460.0,False,0,10000000.0,-1,39390,0.18222222222222229,0.16277777777777835,-0.01944444444444393
128,47971,30,39,26749,1403.25,4,27860,5,-111,26920.0,27860.0,False,0,10000000.0,-1,27781,0.3086111111111114,0.28666666666666707,-0.021944444444444322
129,47979,41,31,33605,907.09375,4,34120,1,-111,33720.0,34120.0,False,0,10000000.0,-1,34195,0.1430555555555557,0.16388888888888964,0.020833333333333925
130,47992,37,39,25232,2515.25,4,27560,5,-111,25460.0,27560.0,False,0,10000000.0,-1,27481,0.6466666666666674,0.6247222222222222,-0.02194444444444521
131,47998,29,41,27652,1058.0,4,28360,18,-111,27800.0,28360.0,False,0,10000000.0,-1,28261,0.1966666666666672,0.16916666666666647,-0.027500000000000746
132,48006,29,32,35103,1650.15625,3,35240,381121,3,35240.0,10000000.0,False,0,10000000.0,381121,36501,0.038055555555557063,0.38833333333333364,0.3502777777777766
133,48010,29,32,29980,1650.15625,4,31260,3,-111,30080.0,31260.0,False,0,10000000.0,-1,31358,0.35555555555555607,0.3827777777777772,0.02722222222222115
134,48011,30,38,27160,1270.1875,4,28020,4,-111,27260.0,28020.0,False,0,10000000.0,-1,28080,0.23888888888888893,0.25555555555555554,0.016666666666666607
135,48012,41,36,29131,1731.28125,4,30600,26,-111,29320.0,30600.0,False,0,10000000.0,-1,30586,0.4080555555555563,0.4041666666666668,-0.003888888888889497
136,48014,33,32,28922,2011.15625,4,30800,3,-111,29240.0,30800.0,False,0,10000000.0,-1,30712,0.5216666666666665,0.4972222222222218,-0.024444444444444713
137,48017,35,38,39209,974.0625,4,39800,4,-111,39320.0,39800.0,False,0,10000000.0,-1,39716,0.16416666666666657,0.14083333333333314,-0.023333333333333428
138,48019,31,36,29719,1424.1875,4,30760,26,-111,29820.0,30760.0,False,0,10000000.0,-1,31249,0.28916666666666657,0.4250000000000007,0.13583333333333414
139,48021,30,38,38832,1270.1875,4,39800,4,-111,39000.0,39800.0,False,0,10000000.0,-1,39710,0.2688888888888883,0.24388888888888793,-0.025000000000000355
140,48022,29,38,38430,1894.1875,4,40160,4,-111,38720.0,40160.0,False,0,10000000.0,-1,40056,0.4805555555555543,0.4516666666666662,-0.028888888888888076
141,48023,41,36,29349,1731.28125,4,31060,26,-111,29760.0,31060.0,False,0,10000000.0,-1,31116,0.47527777777777835,0.4908333333333328,0.015555555555554434
142,48024,30,36,29599,1565.28125,4,31060,26,-111,29940.0,31060.0,False,0,10000000.0,-1,31280,0.4058333333333337,0.4669444444444437,0.061111111111110006
143,48027,30,32,30023,1026.15625,4,30940,3,-111,30400.0,30940.0,False,0,10000000.0,-1,30724,0.25472222222222207,0.19472222222222157,-0.0600000000000005
144,48028,38,36,30312,895.09375,4,34380,26,-111,33980.0,34380.0,False,0,10000000.0,-1,31283,1.1300000000000008,0.26972222222222264,-0.8602777777777781
145,48029,29,38,37572,1894.1875,4,39420,4,-111,37980.0,39420.0,False,0,10000000.0,-1,39313,0.5133333333333319,0.4836111111111112,-0.02972222222222065
146,48031,35,38,38707,974.0625,4,39420,4,-111,38940.0,39420.0,False,0,10000000.0,-1,39299,0.19805555555555543,0.16444444444444528,-0.03361111111111015
147,48032,37,36,28605,2677.28125,4,31060,26,-111,28780.0,31060.0,False,0,10000000.0,-1,31110,0.6819444444444445,0.6958333333333337,0.013888888888889284
148,48033,29,32,29486,1650.15625,4,30800,3,-111,29600.0,30800.0,False,0,10000000.0,-1,30742,0.3650000000000002,0.34888888888889014,-0.016111111111110077
149,48034,33,32,27993,2011.15625,4,29900,3,-111,28320.0,29900.0,False,0,10000000.0,-1,29523,0.5297222222222224,0.4250000000000007,-0.10472222222222172
150,48036,41,38,38508,1436.1875,3,38640,581132,4,38640.0,10000000.0,False,0,10000000.0,581132,39673,0.03666666666666529,0.32361111111111107,0.2869444444444458
151,48037,32,38,34018,844.03125,4,34520,4,-111,34180.0,34520.0,False,0,10000000.0,-1,39780,0.13944444444444493,1.600555555555557,1.4611111111111121
152,48038,37,40,25628,1349.0,4,26800,17,-111,25920.0,26800.0,False,0,10000000.0,-1,26805,0.3255555555555558,0.3269444444444449,0.001388888888889106
153,48039,31,36,30111,1424.1875,4,31200,26,-111,30260.0,31200.0,False,0,10000000.0,-1,31282,0.3025000000000002,0.325277777777778,0.022777777777777786
154,48040,35,38,27592,974.0625,4,28180,4,-111,27700.0,28180.0,False,0,10000000.0,-1,28147,0.1633333333333331,0.15416666666666679,-0.009166666666666323
155,48044,30,32,30220,1026.15625,4,30940,3,-111,30400.0,30940.0,False,0,10000000.0,-1,31003,0.20000000000000107,0.21750000000000114,0.01750000000000007
156,48045,35,38,39511,974.0625,4,40160,4,-111,39680.0,40160.0,False,0,10000000.0,-1,40039,0.18027777777777665,0.1466666666666665,-0.03361111111111015
157,48046,31,36,29742,1424.1875,4,31200,26,-111,30260.0,31200.0,False,0,10000000.0,-1,31096,0.40499999999999936,0.3761111111111113,-0.028888888888888076
158,48047,37,40,24752,1349.0,4,25900,17,-111,25020.0,25900.0,False,0,10000000.0,-1,25802,0.318888888888889,0.29166666666666696,-0.027222222222222037
159,48072,37,29,38921,1088.0,4,39720,16,-111,39100.0,39720.0,False,0,10000000.0,-1,39906,0.2219444444444445,0.27361111111111214,0.05166666666666764
160,48093,37,39,25551,2515.25,4,28020,5,-111,25920.0,28020.0,False,0,10000000.0,-1,27617,0.6858333333333331,0.5738888888888889,-0.11194444444444418
161,48097,30,32,35597,1026.15625,4,36260,3,-111,35700.0,36260.0,False,0,10000000.0,-1,36141,0.18416666666666792,0.15111111111111164,-0.03305555555555628
162,48112,33,41,23702,1419.0,4,24740,18,-111,23820.0,24740.0,False,0,10000000.0,-1,24617,0.2883333333333331,0.2541666666666673,-0.03416666666666579
163,48116,29,41,27527,1058.0,4,28360,18,-111,27800.0,28360.0,False,0,10000000.0,-1,28251,0.23138888888888953,0.20111111111111146,-0.03027777777777807
164,48123,40,32,28106,1389.15625,4,29140,3,-111,28220.0,29140.0,False,0,10000000.0,-1,29106,0.2872222222222227,0.27777777777777857,-0.009444444444444144
165,48125,40,38,27050,1633.1875,4,28320,4,-111,27160.0,28320.0,False,0,10000000.0,-1,28241,0.35277777777777697,0.33083333333333265,-0.021944444444444322
166,48126,41,36,29024,1731.28125,4,30600,26,-111,29320.0,30600.0,False,0,10000000.0,-1,30599,0.43777777777777693,0.4375,-0.000277777777776933
167,48129,32,36,30078,1139.125,4,33620,26,-111,32960.0,33620.0,False,0,10000000.0,-1,31141,0.9838888888888881,0.29527777777777686,-0.6886111111111113
168,48130,41,31,28777,907.09375,4,29300,1,-111,28880.0,29300.0,False,0,10000000.0,-1,29494,0.14527777777777828,0.19916666666666671,0.05388888888888843
